Sample,ko,cpd,compoundname,genesymbol,referenceAG,compoundclass,enzyme_activity
BD141,K00686,C14322,Chlorpyrifos,tgl,EPC,Chlorinated,gamma-glutamyltransferase
BD141,K00686,C14322,Chlorpyrifos,tgl,WFD,Chlorinated,gamma-glutamyltransferase
BD141,K00686,C14322,Chlorpyrifos,tgl,ATSDR,Chlorinated,gamma-glutamyltransferase
BD141,K00686,C00014,Ammonia,tgl,PSL,Nitrogen-containing,gamma-glutamyltransferase
BD141,K00686,C00014,Ammonia,tgl,ATSDR,Nitrogen-containing,gamma-glutamyltransferase
BD141,K00757,C07210,Zidovudine,udp,IARC2B,Nitrogen-containing,phosphorylase
BD141,K00761,C19304,Thiouracil,upp,IARC2B,Nitrogen-containing,phosphoribosyltransferase
BD141,K00761,C19304,Thiouracil,upp,IARC2B,Sulfur-containing,phosphoribosyltransferase
BD141,K00761,C19304,Thiouracil,upp,IARC2B,Aliphatic,phosphoribosyltransferase
BD141,K13497,C00014,Ammonia,trpGD,PSL,Nitrogen-containing,synthase
BD141,K13497,C00014,Ammonia,trpGD,ATSDR,Nitrogen-containing,synthase
BD141,K00789,C07561,Carbon tetrachloride,metK,EPC,Chlorinated,synthetase
BD141,K00789,C07561,Carbon tetrachloride,metK,IARC2B,Chlorinated,synthetase
BD141,K00789,C07561,Carbon tetrachloride,metK,EPA,Chlorinated,synthetase
BD141,K00789,C07561,Carbon tetrachloride,metK,ATSDR,Chlorinated,synthetase
BD141,K00789,C07561,Carbon tetrachloride,metK,CONAMA,Chlorinated,synthetase
BD141,K00824,C19263,Methyl isobutyl ketone,dat,IARC2B,Aliphatic,transaminase
BD141,K00845,C15234,Lead nitrate,glk,WFD,Metal,glucokinase
BD141,K00845,C15234,Lead nitrate,glk,EPC,Metal,glucokinase
BD141,K00845,C15234,Lead nitrate,glk,WFD,Inorganic,glucokinase
BD141,K00845,C15234,Lead nitrate,glk,EPC,Inorganic,glucokinase
BD141,K00845,C15234,Lead nitrate,glk,WFD,Nitrogen-containing,glucokinase
BD141,K00845,C15234,Lead nitrate,glk,EPC,Nitrogen-containing,glucokinase
BD141,K00857,C07207,Zalcitabine,tdk,IARC2B,Nitrogen-containing,kinase
BD141,K00857,C07210,Zidovudine,tdk,IARC2B,Nitrogen-containing,kinase
BD141,K00864,C18676,alpha-Chlorohydrin,glpK,IARC2B,Chlorinated,kinase
BD141,K00864,C18676,alpha-Chlorohydrin,glpK,IARC2B,Aliphatic,kinase
BD141,K00926,C00014,Ammonia,arcC,PSL,Nitrogen-containing,kinase
BD141,K00926,C00014,Ammonia,arcC,ATSDR,Nitrogen-containing,kinase
BD141,K00927,C07207,Zalcitabine,PGK,IARC2B,Nitrogen-containing,kinase
BD141,K00927,C07316,Sulfasalazine,PGK,IARC2B,Nitrogen-containing,kinase
BD141,K00927,C07316,Sulfasalazine,PGK,IARC2B,Sulfur-containing,kinase
BD141,K00927,C07316,Sulfasalazine,PGK,IARC2B,Polyaromatic,kinase
BD141,K00943,C07210,Zidovudine,tmk,IARC2B,Nitrogen-containing,kinase
BD141,K00986,C07207,Zalcitabine,ltrA,IARC2B,Nitrogen-containing,polymerase
BD141,K00986,C07210,Zidovudine,ltrA,IARC2B,Nitrogen-containing,polymerase
BD141,K01011,C11906,Sodium arsenite,TST,ATSDR,Inorganic,sulfurtransferase
BD141,K01011,C11906,Sodium arsenite,TST,ATSDR,Metal,sulfurtransferase
BD141,K01011,C00177,Cyanide ion,TST,ATSDR,Nitrogen-containing,sulfurtransferase
BD141,K01011,C00177,Cyanide ion,TST,EPA,Nitrogen-containing,sulfurtransferase
BD141,K01011,C00177,Cyanide ion,TST,WFD,Nitrogen-containing,sulfurtransferase
BD141,K01011,C00177,Cyanide ion,TST,ATSDR,Inorganic,sulfurtransferase
BD141,K01011,C00177,Cyanide ion,TST,EPA,Inorganic,sulfurtransferase
BD141,K01011,C00177,Cyanide ion,TST,WFD,Inorganic,sulfurtransferase
BD141,K01011,C01755,Thiocyanate,TST,ATSDR,Sulfur-containing,sulfurtransferase
BD141,K01011,C01755,Thiocyanate,TST,ATSDR,Nitrogen-containing,sulfurtransferase
BD141,K01028,C07313,Streptozocin,scoA,IARC2B,Nitrogen-containing,transferase
BD141,K01028,C07313,Streptozocin,scoA,IARC2B,Aliphatic,transferase
BD141,K01029,C07313,Streptozocin,scoB,IARC2B,Nitrogen-containing,transferase
BD141,K01029,C07313,Streptozocin,scoB,IARC2B,Aliphatic,transferase
BD141,K01046,C13701,2-(4-Chlorophenoxy)propionic acid,lip,IARC2B,Aromatic,lipase
BD141,K01046,C13701,2-(4-Chlorophenoxy)propionic acid,lip,IARC2B,Chlorinated,lipase
BD141,K01046,C14175,Diethyl phthalate,lip,EPA,Aromatic,lipase
BD141,K01046,C19309,Vinyl acetate,lip,IARC2B,Aliphatic,lipase
BD141,K01048,C14430,Dichlorvos,pldB,IARC2B,Organophosphorus,lysophospholipase
BD141,K01048,C14430,Dichlorvos,pldB,EPC,Organophosphorus,lysophospholipase
BD141,K01048,C14430,Dichlorvos,pldB,ATSDR,Organophosphorus,lysophospholipase
BD141,K01048,C14430,Dichlorvos,pldB,IARC2B,Chlorinated,lysophospholipase
BD141,K01048,C14430,Dichlorvos,pldB,EPC,Chlorinated,lysophospholipase
BD141,K01048,C14430,Dichlorvos,pldB,ATSDR,Chlorinated,lysophospholipase
BD141,K01077,C00870,4-Nitrophenol,E3.1.3.1,EPA,Aromatic,phosphatase
BD141,K01077,C00870,4-Nitrophenol,E3.1.3.1,ATSDR,Aromatic,phosphatase
BD141,K01077,C00870,4-Nitrophenol,E3.1.3.1,EPA,Nitrogen-containing,phosphatase
BD141,K01077,C00870,4-Nitrophenol,E3.1.3.1,ATSDR,Nitrogen-containing,phosphatase
BD141,K01101,C00870,4-Nitrophenol,E3.1.3.41,EPA,Aromatic,phosphatase
BD141,K01101,C00870,4-Nitrophenol,E3.1.3.41,ATSDR,Aromatic,phosphatase
BD141,K01101,C00870,4-Nitrophenol,E3.1.3.41,EPA,Nitrogen-containing,phosphatase
BD141,K01101,C00870,4-Nitrophenol,E3.1.3.41,ATSDR,Nitrogen-containing,phosphatase
BD141,K01104,C11195,Mitoxantrone,E3.1.3.48,IARC2B,Nitrogen-containing,phosphatase
BD141,K01104,C11195,Mitoxantrone,E3.1.3.48,IARC2B,Polyaromatic,phosphatase
BD141,K01113,C00870,4-Nitrophenol,phoD,EPA,Aromatic,phosphatase
BD141,K01113,C00870,4-Nitrophenol,phoD,ATSDR,Aromatic,phosphatase
BD141,K01113,C00870,4-Nitrophenol,phoD,EPA,Nitrogen-containing,phosphatase
BD141,K01113,C00870,4-Nitrophenol,phoD,ATSDR,Nitrogen-containing,phosphatase
BD141,K01179,C01783,Arylmercury,E3.2.1.4,WFD,Organometallic,endoglucanase
BD141,K01179,C01783,Arylmercury,E3.2.1.4,EPC,Organometallic,endoglucanase
BD141,K01179,C01783,Arylmercury,E3.2.1.4,WFD,Polyaromatic,endoglucanase
BD141,K01179,C01783,Arylmercury,E3.2.1.4,EPC,Polyaromatic,endoglucanase
BD141,K01181,C15234,Lead nitrate,Xyn,EPC,Metal,"endo-1,4-beta-xylanase [EC:3.2.1.8]"
BD141,K01181,C15234,Lead nitrate,Xyn,WFD,Metal,"endo-1,4-beta-xylanase [EC:3.2.1.8]"
BD141,K01181,C15234,Lead nitrate,Xyn,EPC,Inorganic,"endo-1,4-beta-xylanase [EC:3.2.1.8]"
BD141,K01181,C15234,Lead nitrate,Xyn,WFD,Inorganic,"endo-1,4-beta-xylanase [EC:3.2.1.8]"
BD141,K01181,C15234,Lead nitrate,Xyn,EPC,Nitrogen-containing,"endo-1,4-beta-xylanase [EC:3.2.1.8]"
BD141,K01181,C15234,Lead nitrate,Xyn,WFD,Nitrogen-containing,"endo-1,4-beta-xylanase [EC:3.2.1.8]"
BD141,K01183,C14321,Benzo[k]fluoranthene,E3.2.1.14,EPC,Polyaromatic,chitinase
BD141,K01183,C14321,Benzo[k]fluoranthene,E3.2.1.14,IARC2B,Polyaromatic,chitinase
BD141,K01183,C14321,Benzo[k]fluoranthene,E3.2.1.14,EPA,Polyaromatic,chitinase
BD141,K01183,C14321,Benzo[k]fluoranthene,E3.2.1.14,ATSDR,Polyaromatic,chitinase
BD141,K01197,C08469,Aristolochic acid,hya,IARC1,Polyaromatic,hyaluronoglucosaminidase
BD141,K01197,C08469,Aristolochic acid,hya,IARC1,Nitrogen-containing,hyaluronoglucosaminidase
BD141,K05349,C14449,Epichlorohydrin,bglX,IARC2A,Chlorinated,beta-glucosidase
BD141,K05349,C14449,Epichlorohydrin,bglX,IARC2A,Aliphatic,beta-glucosidase
BD141,K13529,C14592,N-Methyl-N'-nitro-N-nitrosoguanidine,ada-alkA,IARC2A,Nitrogen-containing,regulator
BD141,K13529,C14592,N-Methyl-N'-nitro-N-nitrosoguanidine,ada-alkA,IARC2A,Inorganic,regulator
BD141,K01255,C19187,para-Aminoazobenzene,CARP,IARC2B,Nitrogen-containing,aminopeptidase
BD141,K01255,C19187,para-Aminoazobenzene,CARP,IARC2B,Polyaromatic,aminopeptidase
BD141,K01259,C19187,para-Aminoazobenzene,pip,IARC2B,Nitrogen-containing,iminopeptidase
BD141,K01259,C19187,para-Aminoazobenzene,pip,IARC2B,Polyaromatic,iminopeptidase
BD141,K01262,C11146,Methylmercury chloride,pepP,IARC2B,Organometallic,aminopeptidase
BD141,K01262,C11146,Methylmercury chloride,pepP,EPC,Organometallic,aminopeptidase
BD141,K01262,C11146,Methylmercury chloride,pepP,WFD,Organometallic,aminopeptidase
BD141,K01262,C11146,Methylmercury chloride,pepP,IARC2B,Chlorinated,aminopeptidase
BD141,K01262,C11146,Methylmercury chloride,pepP,EPC,Chlorinated,aminopeptidase
BD141,K01262,C11146,Methylmercury chloride,pepP,WFD,Chlorinated,aminopeptidase
BD141,K01271,C07591,Phenacetin,pepQ,IARC2A,Aromatic,dipeptidase
BD141,K01271,C07591,Phenacetin,pepQ,IARC2A,Nitrogen-containing,dipeptidase
BD141,K01271,C19256,Merphalan,pepQ,IARC2B,Nitrogen-containing,dipeptidase
BD141,K01271,C19256,Merphalan,pepQ,IARC2B,Chlorinated,dipeptidase
BD141,K01271,C19256,Merphalan,pepQ,IARC2B,Aromatic,dipeptidase
BD141,K01303,C14322,Chlorpyrifos,APEH,EPC,Organophosphorus,peptidase
BD141,K01303,C14322,Chlorpyrifos,APEH,WFD,Organophosphorus,peptidase
BD141,K01303,C14322,Chlorpyrifos,APEH,ATSDR,Organophosphorus,peptidase
BD141,K01303,C14322,Chlorpyrifos,APEH,EPC,Chlorinated,peptidase
BD141,K01303,C14322,Chlorpyrifos,APEH,WFD,Chlorinated,peptidase
BD141,K01303,C14322,Chlorpyrifos,APEH,ATSDR,Chlorinated,peptidase
BD141,K01303,C14520,Chlorpyrifos-methyl,APEH,EPC,Organophosphorus,peptidase
BD141,K01303,C14520,Chlorpyrifos-methyl,APEH,EPC,Chlorinated,peptidase
BD141,K01303,C14520,Chlorpyrifos-methyl,APEH,EPC,Nitrogen-containing,peptidase
BD141,K01303,C14520,Chlorpyrifos-methyl,APEH,EPC,Sulfur-containing,peptidase
BD141,K01303,C18654,Chlorfenvinphos,APEH,EPC,Organophosphorus,peptidase
BD141,K01303,C18654,Chlorfenvinphos,APEH,WFD,Organophosphorus,peptidase
BD141,K01303,C18654,Chlorfenvinphos,APEH,EPC,Chlorinated,peptidase
BD141,K01303,C18654,Chlorfenvinphos,APEH,WFD,Chlorinated,peptidase
BD141,K01303,C18654,Chlorfenvinphos,APEH,EPC,Aromatic,peptidase
BD141,K01303,C18654,Chlorfenvinphos,APEH,WFD,Aromatic,peptidase
BD141,K01303,C18749,Naled,APEH,ATSDR,Organophosphorus,peptidase
BD141,K01303,C18749,Naled,APEH,ATSDR,Chlorinated,peptidase
BD141,K01303,C18749,Naled,APEH,ATSDR,Halogenated,peptidase
BD141,K01424,C00014,Ammonia,E3.5.1.1,PSL,Nitrogen-containing,asparaginase
BD141,K01424,C00014,Ammonia,E3.5.1.1,ATSDR,Nitrogen-containing,asparaginase
BD141,K01425,C00014,Ammonia,glsA,PSL,Nitrogen-containing,glutaminase
BD141,K01425,C00014,Ammonia,glsA,ATSDR,Nitrogen-containing,glutaminase
BD141,K01426,C07591,Phenacetin,E3.5.1.4,IARC2A,Aromatic,amidase
BD141,K01426,C07591,Phenacetin,E3.5.1.4,IARC2A,Nitrogen-containing,amidase
BD141,K01426,C19238,Ethyl acrylate,E3.5.1.4,IARC2B,Aliphatic,amidase
BD141,K01426,C19302,Thioacetamide,E3.5.1.4,IARC2B,Nitrogen-containing,amidase
BD141,K01426,C19302,Thioacetamide,E3.5.1.4,IARC2B,Sulfur-containing,amidase
BD141,K01426,C19302,Thioacetamide,E3.5.1.4,IARC2B,Aliphatic,amidase
BD141,K01426,C00014,Ammonia,E3.5.1.4,PSL,Nitrogen-containing,amidase
BD141,K01426,C00014,Ammonia,E3.5.1.4,ATSDR,Nitrogen-containing,amidase
BD141,K01426,C01659,Acrylamide,E3.5.1.4,IARC2A,Nitrogen-containing,amidase
BD141,K01426,C01659,Acrylamide,E3.5.1.4,IARC2A,Aliphatic,amidase
BD141,K01426,C06244,Acetamide,E3.5.1.4,IARC2B,Nitrogen-containing,amidase
BD141,K01426,C06244,Acetamide,E3.5.1.4,IARC2B,Aliphatic,amidase
BD141,K01431,C00014,Ammonia,UPB1,PSL,Nitrogen-containing,ureidopropionase
BD141,K01431,C00014,Ammonia,UPB1,ATSDR,Nitrogen-containing,ureidopropionase
BD141,K01455,C00014,Ammonia,E3.5.1.49,PSL,Nitrogen-containing,formamidase
BD141,K01455,C00014,Ammonia,E3.5.1.49,ATSDR,Nitrogen-containing,formamidase
BD141,K01464,C19304,Thiouracil,DPYS,IARC2B,Nitrogen-containing,dihydropyrimidinase
BD141,K01464,C19304,Thiouracil,DPYS,IARC2B,Sulfur-containing,dihydropyrimidinase
BD141,K01464,C19304,Thiouracil,DPYS,IARC2B,Aliphatic,dihydropyrimidinase
BD141,K01482,C07675,Pioglitazone,DDAH,IARC2A,Aromatic,dimethylargininase
BD141,K01482,C07675,Pioglitazone,DDAH,IARC2A,Sulfur-containing,dimethylargininase
BD141,K01482,C07675,Pioglitazone,DDAH,IARC2A,Nitrogen-containing,dimethylargininase
BD141,K01486,C00014,Ammonia,ade,PSL,Nitrogen-containing,deaminase
BD141,K01486,C00014,Ammonia,ade,ATSDR,Nitrogen-containing,deaminase
BD141,K01487,C00014,Ammonia,guaD,PSL,Nitrogen-containing,deaminase
BD141,K01487,C00014,Ammonia,guaD,ATSDR,Nitrogen-containing,deaminase
BD141,K01489,C07207,Zalcitabine,cdd,IARC2B,Nitrogen-containing,deaminase
BD141,K01489,C07210,Zidovudine,cdd,IARC2B,Nitrogen-containing,deaminase
BD141,K01489,C00014,Ammonia,cdd,PSL,Nitrogen-containing,deaminase
BD141,K01489,C00014,Ammonia,cdd,ATSDR,Nitrogen-containing,deaminase
BD141,K01495,C07313,Streptozocin,GCH1,IARC2B,Nitrogen-containing,cyclohydrolase
BD141,K01495,C07313,Streptozocin,GCH1,IARC2B,Aliphatic,cyclohydrolase
BD141,K01501,C00014,Ammonia,E3.5.5.1,PSL,Nitrogen-containing,nitrilase
BD141,K01501,C00014,Ammonia,E3.5.5.1,ATSDR,Nitrogen-containing,nitrilase
BD141,K01537,C14328,"1,2-Dichlorobenzene",ATP2C,CONAMA,Chlorinated,transporter
BD141,K01537,C14328,"1,2-Dichlorobenzene",ATP2C,EPA,Chlorinated,transporter
BD141,K01537,C14328,"1,2-Dichlorobenzene",ATP2C,ATSDR,Chlorinated,transporter
BD141,K01537,C14328,"1,2-Dichlorobenzene",ATP2C,PSL,Chlorinated,transporter
BD141,K01537,C14328,"1,2-Dichlorobenzene",ATP2C,CONAMA,Aromatic,transporter
BD141,K01537,C14328,"1,2-Dichlorobenzene",ATP2C,EPA,Aromatic,transporter
BD141,K01537,C14328,"1,2-Dichlorobenzene",ATP2C,ATSDR,Aromatic,transporter
BD141,K01537,C14328,"1,2-Dichlorobenzene",ATP2C,PSL,Aromatic,transporter
BD141,K01585,C01783,Arylmercury,speA,EPC,Organometallic,decarboxylase
BD141,K01585,C01783,Arylmercury,speA,WFD,Organometallic,decarboxylase
BD141,K01585,C01783,Arylmercury,speA,EPC,Polyaromatic,decarboxylase
BD141,K01585,C01783,Arylmercury,speA,WFD,Polyaromatic,decarboxylase
BD141,K01585,C06269,Arsenic,speA,ATSDR,Metal,decarboxylase
BD141,K01585,C06269,Arsenic,speA,EPA,Metal,decarboxylase
BD141,K01585,C06269,Arsenic,speA,PSL,Metal,decarboxylase
BD141,K01585,C06269,Arsenic,speA,IARC1,Metal,decarboxylase
BD141,K01599,C11057,"3,4,3',4'-Tetrachlorobiphenyl",hemE,IARC1,Chlorinated,decarboxylase
BD141,K01599,C11057,"3,4,3',4'-Tetrachlorobiphenyl",hemE,ATSDR,Chlorinated,decarboxylase
BD141,K01599,C11057,"3,4,3',4'-Tetrachlorobiphenyl",hemE,IARC1,Polyaromatic,decarboxylase
BD141,K01599,C11057,"3,4,3',4'-Tetrachlorobiphenyl",hemE,ATSDR,Polyaromatic,decarboxylase
BD141,K01599,C14199,"2,2',5,5'-Tetrachlorobiphenyl",hemE,ATSDR,Chlorinated,decarboxylase
BD141,K01599,C14199,"2,2',5,5'-Tetrachlorobiphenyl",hemE,IARC1,Chlorinated,decarboxylase
BD141,K01599,C14199,"2,2',5,5'-Tetrachlorobiphenyl",hemE,ATSDR,Polyaromatic,decarboxylase
BD141,K01599,C14199,"2,2',5,5'-Tetrachlorobiphenyl",hemE,IARC1,Polyaromatic,decarboxylase
BD141,K01599,C14202,"2,2',4,4',6,6'-Hexachlorobiphenyl",hemE,IARC1,Chlorinated,decarboxylase
BD141,K01599,C14202,"2,2',4,4',6,6'-Hexachlorobiphenyl",hemE,ATSDR,Chlorinated,decarboxylase
BD141,K01599,C14202,"2,2',4,4',6,6'-Hexachlorobiphenyl",hemE,IARC1,Polyaromatic,decarboxylase
BD141,K01599,C14202,"2,2',4,4',6,6'-Hexachlorobiphenyl",hemE,ATSDR,Polyaromatic,decarboxylase
BD141,K01599,C14247,"2,2',4,4'-Tetrachlorobiphenyl",hemE,IARC1,Chlorinated,decarboxylase
BD141,K01599,C14247,"2,2',4,4'-Tetrachlorobiphenyl",hemE,ATSDR,Chlorinated,decarboxylase
BD141,K01599,C14247,"2,2',4,4'-Tetrachlorobiphenyl",hemE,IARC1,Polyaromatic,decarboxylase
BD141,K01599,C14247,"2,2',4,4'-Tetrachlorobiphenyl",hemE,ATSDR,Polyaromatic,decarboxylase
BD141,K01599,C18115,"3,4,5,3',4',5'-Hexachlorobiphenyl",hemE,IARC1,Chlorinated,decarboxylase
BD141,K01599,C18115,"3,4,5,3',4',5'-Hexachlorobiphenyl",hemE,ATSDR,Chlorinated,decarboxylase
BD141,K01599,C18115,"3,4,5,3',4',5'-Hexachlorobiphenyl",hemE,IARC1,Polyaromatic,decarboxylase
BD141,K01599,C18115,"3,4,5,3',4',5'-Hexachlorobiphenyl",hemE,ATSDR,Polyaromatic,decarboxylase
BD141,K01619,C00084,Acetaldehyde,deoC,IARC1,Aliphatic,aldolase
BD141,K01619,C00084,Acetaldehyde,deoC,PSL,Aliphatic,aldolase
BD141,K01619,C00084,Acetaldehyde,deoC,IARC2B,Aliphatic,aldolase
BD141,K01620,C00084,Acetaldehyde,ltaE,IARC1,Aliphatic,aldolase
BD141,K01620,C00084,Acetaldehyde,ltaE,IARC2B,Aliphatic,aldolase
BD141,K01620,C00084,Acetaldehyde,ltaE,PSL,Aliphatic,aldolase
BD141,K01624,C17383,Cobaltous sulfate,FBA,IARC2B,Metal,aldolase
BD141,K01624,C17383,Cobaltous sulfate,FBA,IARC2B,Inorganic,aldolase
BD141,K01657,C00014,Ammonia,trpE,PSL,Nitrogen-containing,synthase
BD141,K01657,C00014,Ammonia,trpE,ATSDR,Nitrogen-containing,synthase
BD141,K01664,C00014,Ammonia,pabA,PSL,Nitrogen-containing,synthetase
BD141,K01664,C00014,Ammonia,pabA,ATSDR,Nitrogen-containing,synthetase
BD141,K01665,C00014,Ammonia,pabB,PSL,Nitrogen-containing,synthetase
BD141,K01665,C00014,Ammonia,pabB,ATSDR,Nitrogen-containing,synthetase
BD141,K01666,C00084,Acetaldehyde,mhpE,IARC2B,Aliphatic,aldolase
BD141,K01666,C00084,Acetaldehyde,mhpE,IARC1,Aliphatic,aldolase
BD141,K01666,C00084,Acetaldehyde,mhpE,PSL,Aliphatic,aldolase
BD141,K01673,C07041,Hydrochlorothiazide,cynT,IARC2B,Nitrogen-containing,carbonic anhydrase
BD141,K01673,C07041,Hydrochlorothiazide,cynT,IARC2B,Sulfur-containing,carbonic anhydrase
BD141,K01673,C07041,Hydrochlorothiazide,cynT,IARC2B,Chlorinated,carbonic anhydrase
BD141,K01673,C07041,Hydrochlorothiazide,cynT,IARC2B,Aromatic,carbonic anhydrase
BD141,K01673,C07460,Chloraminophenamide,cynT,PSL,Nitrogen-containing,carbonic anhydrase
BD141,K01673,C07460,Chloraminophenamide,cynT,PSL,Sulfur-containing,carbonic anhydrase
BD141,K01673,C07460,Chloraminophenamide,cynT,PSL,Chlorinated,carbonic anhydrase
BD141,K01673,C07460,Chloraminophenamide,cynT,PSL,Aromatic,carbonic anhydrase
BD141,K01673,C11172,Simazine,cynT,EPC,Nitrogen-containing,carbonic anhydrase
BD141,K01673,C11172,Simazine,cynT,WFD,Nitrogen-containing,carbonic anhydrase
BD141,K01673,C11172,Simazine,cynT,EPC,Chlorinated,carbonic anhydrase
BD141,K01673,C11172,Simazine,cynT,WFD,Chlorinated,carbonic anhydrase
BD141,K01673,C19262,4-Methylimidazole,cynT,IARC2B,Nitrogen-containing,carbonic anhydrase
BD141,K01673,C19262,4-Methylimidazole,cynT,IARC2B,Aliphatic,carbonic anhydrase
BD141,K01737,C00084,Acetaldehyde,queD,IARC2B,Aliphatic,synthase
BD141,K01737,C00084,Acetaldehyde,queD,PSL,Aliphatic,synthase
BD141,K01737,C00084,Acetaldehyde,queD,IARC1,Aliphatic,synthase
BD141,K01739,C00014,Ammonia,metB,PSL,Nitrogen-containing,synthase
BD141,K01739,C00014,Ammonia,metB,ATSDR,Nitrogen-containing,synthase
BD141,K01761,C00014,Ammonia,E4.4.1.11,PSL,Nitrogen-containing,lyase
BD141,K01761,C00014,Ammonia,E4.4.1.11,ATSDR,Nitrogen-containing,lyase
BD141,K01744,C00014,Ammonia,aspA,PSL,Nitrogen-containing,ammonia-lyase
BD141,K01744,C00014,Ammonia,aspA,ATSDR,Nitrogen-containing,ammonia-lyase
BD141,K01745,C19275,Nitromethane,hutH,IARC2B,Nitrogen-containing,ammonia-lyase
BD141,K01745,C19275,Nitromethane,hutH,IARC2B,Inorganic,ammonia-lyase
BD141,K01745,C00014,Ammonia,hutH,PSL,Nitrogen-containing,ammonia-lyase
BD141,K01745,C00014,Ammonia,hutH,ATSDR,Nitrogen-containing,ammonia-lyase
BD141,K01749,C15234,Lead nitrate,hemC,EPC,Metal,synthase
BD141,K01749,C15234,Lead nitrate,hemC,WFD,Metal,synthase
BD141,K01749,C15234,Lead nitrate,hemC,EPC,Inorganic,synthase
BD141,K01749,C15234,Lead nitrate,hemC,WFD,Inorganic,synthase
BD141,K01749,C15234,Lead nitrate,hemC,EPC,Nitrogen-containing,synthase
BD141,K01749,C15234,Lead nitrate,hemC,WFD,Nitrogen-containing,synthase
BD141,K01749,C00014,Ammonia,hemC,ATSDR,Nitrogen-containing,synthase
BD141,K01749,C00014,Ammonia,hemC,PSL,Nitrogen-containing,synthase
BD141,K01750,C00014,Ammonia,ocd,PSL,Nitrogen-containing,cyclodeaminase
BD141,K01750,C00014,Ammonia,ocd,ATSDR,Nitrogen-containing,cyclodeaminase
BD141,K01751,C00014,Ammonia,E4.3.1.15,PSL,Nitrogen-containing,ammonia-lyase
BD141,K01751,C00014,Ammonia,E4.3.1.15,ATSDR,Nitrogen-containing,ammonia-lyase
BD141,K01752,C00014,Ammonia,E4.3.1.17,PSL,Nitrogen-containing,dehydratase
BD141,K01752,C00014,Ammonia,E4.3.1.17,ATSDR,Nitrogen-containing,dehydratase
BD141,K01753,C00014,Ammonia,dsdA,PSL,Nitrogen-containing,dehydratase
BD141,K01753,C00014,Ammonia,dsdA,ATSDR,Nitrogen-containing,dehydratase
BD141,K01754,C00014,Ammonia,E4.3.1.19,PSL,Nitrogen-containing,dehydratase
BD141,K01754,C00014,Ammonia,E4.3.1.19,ATSDR,Nitrogen-containing,dehydratase
BD141,K01760,C00014,Ammonia,metC,PSL,Nitrogen-containing,lyase
BD141,K01760,C00014,Ammonia,metC,ATSDR,Nitrogen-containing,lyase
BD141,K17217,C07313,Streptozocin,mccB,IARC2B,Nitrogen-containing,lyase
BD141,K17217,C07313,Streptozocin,mccB,IARC2B,Aliphatic,lyase
BD141,K17217,C00014,Ammonia,mccB,PSL,Nitrogen-containing,lyase
BD141,K17217,C00014,Ammonia,mccB,ATSDR,Nitrogen-containing,lyase
BD141,K01779,C17383,Cobaltous sulfate,racD,IARC2B,Metal,racemase
BD141,K01779,C17383,Cobaltous sulfate,racD,IARC2B,Inorganic,racemase
BD141,K01870,C19171,Cobalt,IARS,ATSDR,Metal,synthetase
BD141,K01915,C00014,Ammonia,glnA,ATSDR,Nitrogen-containing,synthetase
BD141,K01915,C00014,Ammonia,glnA,PSL,Nitrogen-containing,synthetase
BD141,K01916,C00014,Ammonia,nadE,PSL,Nitrogen-containing,synthase
BD141,K01916,C00014,Ammonia,nadE,ATSDR,Nitrogen-containing,synthase
BD141,K01919,C07561,Carbon tetrachloride,gshA,IARC2B,Chlorinated,ligase
BD141,K01919,C07561,Carbon tetrachloride,gshA,EPA,Chlorinated,ligase
BD141,K01919,C07561,Carbon tetrachloride,gshA,CONAMA,Chlorinated,ligase
BD141,K01919,C07561,Carbon tetrachloride,gshA,EPC,Chlorinated,ligase
BD141,K01919,C07561,Carbon tetrachloride,gshA,ATSDR,Chlorinated,ligase
BD141,K01919,C11146,Methylmercury chloride,gshA,IARC2B,Organometallic,ligase
BD141,K01919,C11146,Methylmercury chloride,gshA,EPC,Organometallic,ligase
BD141,K01919,C11146,Methylmercury chloride,gshA,WFD,Organometallic,ligase
BD141,K01919,C11146,Methylmercury chloride,gshA,IARC2B,Chlorinated,ligase
BD141,K01919,C11146,Methylmercury chloride,gshA,EPC,Chlorinated,ligase
BD141,K01919,C11146,Methylmercury chloride,gshA,WFD,Chlorinated,ligase
BD141,K01919,C19302,Thioacetamide,gshA,IARC2B,Nitrogen-containing,ligase
BD141,K01919,C19302,Thioacetamide,gshA,IARC2B,Sulfur-containing,ligase
BD141,K01919,C19302,Thioacetamide,gshA,IARC2B,Aliphatic,ligase
BD141,K01920,C19302,Thioacetamide,gshB,IARC2B,Nitrogen-containing,synthase
BD141,K01920,C19302,Thioacetamide,gshB,IARC2B,Sulfur-containing,synthase
BD141,K01920,C19302,Thioacetamide,gshB,IARC2B,Aliphatic,synthase
BD141,K01937,C00014,Ammonia,pyrG,PSL,Nitrogen-containing,synthase
BD141,K01937,C00014,Ammonia,pyrG,ATSDR,Nitrogen-containing,synthase
BD141,K01951,C00014,Ammonia,guaA,PSL,Nitrogen-containing,synthase
BD141,K01951,C00014,Ammonia,guaA,ATSDR,Nitrogen-containing,synthase
BD141,K01953,C00014,Ammonia,asnB,PSL,Nitrogen-containing,synthase
BD141,K01953,C00014,Ammonia,asnB,ATSDR,Nitrogen-containing,synthase
BD141,K01955,C00014,Ammonia,carB,PSL,Nitrogen-containing,synthase
