Sample,ko,cpd,compoundname,genesymbol,referenceAG,compoundclass,enzyme_activity
BD132,K01563,C06752,"1,2-Dichloroethane",dhaA,WFD,Aliphatic,dehalogenase
BD132,K01563,C06752,"1,2-Dichloroethane",dhaA,CONAMA,Aliphatic,dehalogenase
BD132,K01563,C06752,"1,2-Dichloroethane",dhaA,ATSDR,Aliphatic,dehalogenase
BD132,K01563,C06752,"1,2-Dichloroethane",dhaA,EPA,Aliphatic,dehalogenase
BD132,K01563,C06752,"1,2-Dichloroethane",dhaA,PSL,Aliphatic,dehalogenase
BD132,K01563,C06752,"1,2-Dichloroethane",dhaA,IARC2B,Aliphatic,dehalogenase
BD132,K01563,C06752,"1,2-Dichloroethane",dhaA,EPC,Aliphatic,dehalogenase
BD132,K01563,C06988,"beta-1,2,3,4,5,6-Hexachlorocyclohexane",dhaA,CONAMA,Aliphatic,dehalogenase
BD132,K01563,C06988,"beta-1,2,3,4,5,6-Hexachlorocyclohexane",dhaA,ATSDR,Aliphatic,dehalogenase
BD132,K01563,C06988,"beta-1,2,3,4,5,6-Hexachlorocyclohexane",dhaA,EPA,Aliphatic,dehalogenase
BD132,K01563,C06988,"beta-1,2,3,4,5,6-Hexachlorocyclohexane",dhaA,WFD,Aliphatic,dehalogenase
BD132,K01563,C06988,"beta-1,2,3,4,5,6-Hexachlorocyclohexane",dhaA,CONAMA,Chlorinated,dehalogenase
BD132,K01563,C06988,"beta-1,2,3,4,5,6-Hexachlorocyclohexane",dhaA,ATSDR,Chlorinated,dehalogenase
BD132,K01563,C06988,"beta-1,2,3,4,5,6-Hexachlorocyclohexane",dhaA,EPA,Chlorinated,dehalogenase
BD132,K01563,C06988,"beta-1,2,3,4,5,6-Hexachlorocyclohexane",dhaA,WFD,Chlorinated,dehalogenase
BD132,K01585,C01783,Arylmercury,speA,EPC,Organometallic,decarboxylase
BD132,K01585,C01783,Arylmercury,speA,WFD,Organometallic,decarboxylase
BD132,K01585,C01783,Arylmercury,speA,EPC,Polyaromatic,decarboxylase
BD132,K01585,C01783,Arylmercury,speA,WFD,Polyaromatic,decarboxylase
BD132,K01585,C06269,Arsenic,speA,ATSDR,Metal,decarboxylase
BD132,K01585,C06269,Arsenic,speA,EPA,Metal,decarboxylase
BD132,K01585,C06269,Arsenic,speA,PSL,Metal,decarboxylase
BD132,K01585,C06269,Arsenic,speA,IARC1,Metal,decarboxylase
BD132,K01599,C11057,"3,4,3',4'-Tetrachlorobiphenyl",hemE,IARC1,Chlorinated,decarboxylase
BD132,K01599,C11057,"3,4,3',4'-Tetrachlorobiphenyl",hemE,ATSDR,Chlorinated,decarboxylase
BD132,K01599,C11057,"3,4,3',4'-Tetrachlorobiphenyl",hemE,IARC1,Polyaromatic,decarboxylase
BD132,K01599,C11057,"3,4,3',4'-Tetrachlorobiphenyl",hemE,ATSDR,Polyaromatic,decarboxylase
BD132,K01599,C14199,"2,2',5,5'-Tetrachlorobiphenyl",hemE,ATSDR,Chlorinated,decarboxylase
BD132,K01599,C14199,"2,2',5,5'-Tetrachlorobiphenyl",hemE,IARC1,Chlorinated,decarboxylase
BD132,K01599,C14199,"2,2',5,5'-Tetrachlorobiphenyl",hemE,ATSDR,Polyaromatic,decarboxylase
BD132,K01599,C14199,"2,2',5,5'-Tetrachlorobiphenyl",hemE,IARC1,Polyaromatic,decarboxylase
BD132,K01599,C14202,"2,2',4,4',6,6'-Hexachlorobiphenyl",hemE,IARC1,Chlorinated,decarboxylase
BD132,K01599,C14202,"2,2',4,4',6,6'-Hexachlorobiphenyl",hemE,ATSDR,Chlorinated,decarboxylase
BD132,K01599,C14202,"2,2',4,4',6,6'-Hexachlorobiphenyl",hemE,IARC1,Polyaromatic,decarboxylase
BD132,K01599,C14202,"2,2',4,4',6,6'-Hexachlorobiphenyl",hemE,ATSDR,Polyaromatic,decarboxylase
BD132,K01599,C14247,"2,2',4,4'-Tetrachlorobiphenyl",hemE,IARC1,Chlorinated,decarboxylase
BD132,K01599,C14247,"2,2',4,4'-Tetrachlorobiphenyl",hemE,ATSDR,Chlorinated,decarboxylase
BD132,K01599,C14247,"2,2',4,4'-Tetrachlorobiphenyl",hemE,IARC1,Polyaromatic,decarboxylase
BD132,K01599,C14247,"2,2',4,4'-Tetrachlorobiphenyl",hemE,ATSDR,Polyaromatic,decarboxylase
BD132,K01599,C18115,"3,4,5,3',4',5'-Hexachlorobiphenyl",hemE,IARC1,Chlorinated,decarboxylase
BD132,K01599,C18115,"3,4,5,3',4',5'-Hexachlorobiphenyl",hemE,ATSDR,Chlorinated,decarboxylase
BD132,K01599,C18115,"3,4,5,3',4',5'-Hexachlorobiphenyl",hemE,IARC1,Polyaromatic,decarboxylase
BD132,K01599,C18115,"3,4,5,3',4',5'-Hexachlorobiphenyl",hemE,ATSDR,Polyaromatic,decarboxylase
BD132,K01619,C00084,Acetaldehyde,deoC,IARC1,Aliphatic,aldolase
BD132,K01619,C00084,Acetaldehyde,deoC,PSL,Aliphatic,aldolase
BD132,K01619,C00084,Acetaldehyde,deoC,IARC2B,Aliphatic,aldolase
BD132,K01624,C17383,Cobaltous sulfate,FBA,IARC2B,Metal,aldolase
BD132,K01624,C17383,Cobaltous sulfate,FBA,IARC2B,Inorganic,aldolase
BD132,K01657,C00014,Ammonia,trpE,PSL,Nitrogen-containing,synthase
BD132,K01657,C00014,Ammonia,trpE,ATSDR,Nitrogen-containing,synthase
BD132,K01664,C00014,Ammonia,pabA,PSL,Nitrogen-containing,synthetase
BD132,K01664,C00014,Ammonia,pabA,ATSDR,Nitrogen-containing,synthetase
BD132,K01665,C00014,Ammonia,pabB,PSL,Nitrogen-containing,synthetase
BD132,K01665,C00014,Ammonia,pabB,ATSDR,Nitrogen-containing,synthetase
BD132,K01673,C07041,Hydrochlorothiazide,cynT,IARC2B,Nitrogen-containing,carbonic anhydrase
BD132,K01673,C07041,Hydrochlorothiazide,cynT,IARC2B,Sulfur-containing,carbonic anhydrase
BD132,K01673,C07041,Hydrochlorothiazide,cynT,IARC2B,Chlorinated,carbonic anhydrase
BD132,K01673,C07041,Hydrochlorothiazide,cynT,IARC2B,Aromatic,carbonic anhydrase
BD132,K01673,C07460,Chloraminophenamide,cynT,PSL,Nitrogen-containing,carbonic anhydrase
BD132,K01673,C07460,Chloraminophenamide,cynT,PSL,Sulfur-containing,carbonic anhydrase
BD132,K01673,C07460,Chloraminophenamide,cynT,PSL,Chlorinated,carbonic anhydrase
BD132,K01673,C07460,Chloraminophenamide,cynT,PSL,Aromatic,carbonic anhydrase
BD132,K01673,C11172,Simazine,cynT,EPC,Nitrogen-containing,carbonic anhydrase
BD132,K01673,C11172,Simazine,cynT,WFD,Nitrogen-containing,carbonic anhydrase
BD132,K01673,C11172,Simazine,cynT,EPC,Chlorinated,carbonic anhydrase
BD132,K01673,C11172,Simazine,cynT,WFD,Chlorinated,carbonic anhydrase
BD132,K01673,C19262,4-Methylimidazole,cynT,IARC2B,Nitrogen-containing,carbonic anhydrase
BD132,K01673,C19262,4-Methylimidazole,cynT,IARC2B,Aliphatic,carbonic anhydrase
BD132,K01737,C00084,Acetaldehyde,queD,IARC2B,Aliphatic,synthase
BD132,K01737,C00084,Acetaldehyde,queD,PSL,Aliphatic,synthase
BD132,K01737,C00084,Acetaldehyde,queD,IARC1,Aliphatic,synthase
BD132,K01739,C00014,Ammonia,metB,PSL,Nitrogen-containing,synthase
BD132,K01739,C00014,Ammonia,metB,ATSDR,Nitrogen-containing,synthase
BD132,K01744,C00014,Ammonia,aspA,PSL,Nitrogen-containing,ammonia-lyase
BD132,K01744,C00014,Ammonia,aspA,ATSDR,Nitrogen-containing,ammonia-lyase
BD132,K01749,C15234,Lead nitrate,hemC,EPC,Metal,synthase
BD132,K01749,C15234,Lead nitrate,hemC,WFD,Metal,synthase
BD132,K01749,C15234,Lead nitrate,hemC,EPC,Inorganic,synthase
BD132,K01749,C15234,Lead nitrate,hemC,WFD,Inorganic,synthase
BD132,K01749,C15234,Lead nitrate,hemC,EPC,Nitrogen-containing,synthase
BD132,K01749,C15234,Lead nitrate,hemC,WFD,Nitrogen-containing,synthase
BD132,K01749,C00014,Ammonia,hemC,ATSDR,Nitrogen-containing,synthase
BD132,K01749,C00014,Ammonia,hemC,PSL,Nitrogen-containing,synthase
BD132,K01752,C00014,Ammonia,E4.3.1.17,PSL,Nitrogen-containing,dehydratase
BD132,K01752,C00014,Ammonia,E4.3.1.17,ATSDR,Nitrogen-containing,dehydratase
BD132,K01754,C00014,Ammonia,E4.3.1.19,PSL,Nitrogen-containing,dehydratase
BD132,K01754,C00014,Ammonia,E4.3.1.19,ATSDR,Nitrogen-containing,dehydratase
BD132,K01760,C00014,Ammonia,metC,PSL,Nitrogen-containing,lyase
BD132,K01760,C00014,Ammonia,metC,ATSDR,Nitrogen-containing,lyase
BD132,K17217,C07313,Streptozocin,mccB,IARC2B,Nitrogen-containing,lyase
BD132,K17217,C07313,Streptozocin,mccB,IARC2B,Aliphatic,lyase
BD132,K17217,C00014,Ammonia,mccB,PSL,Nitrogen-containing,lyase
BD132,K17217,C00014,Ammonia,mccB,ATSDR,Nitrogen-containing,lyase
BD132,K01779,C17383,Cobaltous sulfate,racD,IARC2B,Metal,racemase
BD132,K01779,C17383,Cobaltous sulfate,racD,IARC2B,Inorganic,racemase
BD132,K01870,C19171,Cobalt,IARS,ATSDR,Metal,synthetase
BD132,K01915,C00014,Ammonia,glnA,ATSDR,Nitrogen-containing,synthetase
BD132,K01915,C00014,Ammonia,glnA,PSL,Nitrogen-containing,synthetase
BD132,K01916,C00014,Ammonia,nadE,PSL,Nitrogen-containing,synthase
BD132,K01916,C00014,Ammonia,nadE,ATSDR,Nitrogen-containing,synthase
BD132,K01937,C00014,Ammonia,pyrG,PSL,Nitrogen-containing,synthase
BD132,K01937,C00014,Ammonia,pyrG,ATSDR,Nitrogen-containing,synthase
BD132,K01951,C00014,Ammonia,guaA,PSL,Nitrogen-containing,synthase
BD132,K01951,C00014,Ammonia,guaA,ATSDR,Nitrogen-containing,synthase
BD132,K01953,C00014,Ammonia,asnB,PSL,Nitrogen-containing,synthase
BD132,K01953,C00014,Ammonia,asnB,ATSDR,Nitrogen-containing,synthase
BD132,K01955,C00014,Ammonia,carB,PSL,Nitrogen-containing,synthase
BD132,K01955,C00014,Ammonia,carB,ATSDR,Nitrogen-containing,synthase
BD132,K01956,C00014,Ammonia,carA,PSL,Nitrogen-containing,synthase
BD132,K01956,C00014,Ammonia,carA,ATSDR,Nitrogen-containing,synthase
BD132,K01961,C11371,Nafenopin,accC,IARC2B,Polyaromatic,carboxylase
BD132,K01962,C11371,Nafenopin,accA,IARC2B,Polyaromatic,carboxylase
BD132,K01963,C11371,Nafenopin,accD,IARC2B,Polyaromatic,carboxylase
BD132,K01971,C15233,Cadmium chloride,ligD,EPC,Metal,non-homologous end joining protein
BD132,K01971,C15233,Cadmium chloride,ligD,PSL,Metal,non-homologous end joining protein
BD132,K01971,C15233,Cadmium chloride,ligD,WFD,Metal,non-homologous end joining protein
BD132,K01971,C15233,Cadmium chloride,ligD,EPC,Inorganic,non-homologous end joining protein
BD132,K01971,C15233,Cadmium chloride,ligD,PSL,Inorganic,non-homologous end joining protein
BD132,K01971,C15233,Cadmium chloride,ligD,WFD,Inorganic,non-homologous end joining protein
BD132,K01971,C15233,Cadmium chloride,ligD,EPC,Chlorinated,non-homologous end joining protein
BD132,K01971,C15233,Cadmium chloride,ligD,PSL,Chlorinated,non-homologous end joining protein
BD132,K01971,C15233,Cadmium chloride,ligD,WFD,Chlorinated,non-homologous end joining protein
BD132,K07145,C00067,Formaldehyde,isdG,ATSDR,Aliphatic,oxygenase
BD132,K07145,C00067,Formaldehyde,isdG,PSL,Aliphatic,oxygenase
BD132,K07145,C00067,Formaldehyde,isdG,IARC1,Aliphatic,oxygenase
BD132,K02111,C15224,Tributyltin chloride,ATPF1A,WFD,Metal,ATPase
BD132,K02111,C15224,Tributyltin chloride,ATPF1A,EPC,Metal,ATPase
BD132,K02111,C15224,Tributyltin chloride,ATPF1A,WFD,Organometallic,ATPase
BD132,K02111,C15224,Tributyltin chloride,ATPF1A,EPC,Organometallic,ATPase
BD132,K02112,C15224,Tributyltin chloride,ATPF1B,EPC,Metal,ATPase
BD132,K02112,C15224,Tributyltin chloride,ATPF1B,WFD,Metal,ATPase
BD132,K02112,C15224,Tributyltin chloride,ATPF1B,EPC,Organometallic,ATPase
BD132,K02112,C15224,Tributyltin chloride,ATPF1B,WFD,Organometallic,ATPase
BD132,K02274,C00070,Copper,coxA,PSL,Metal,oxidase
BD132,K02274,C00070,Copper,coxA,ATSDR,Metal,oxidase
BD132,K02274,C00070,Copper,coxA,EPA,Metal,oxidase
BD132,K02274,C16444,Benzidine,coxA,PSL,Aromatic,oxidase
BD132,K02274,C16444,Benzidine,coxA,ATSDR,Aromatic,oxidase
BD132,K02274,C16444,Benzidine,coxA,IARC1,Aromatic,oxidase
BD132,K02274,C16444,Benzidine,coxA,EPA,Aromatic,oxidase
BD132,K02274,C16444,Benzidine,coxA,PSL,Nitrogen-containing,oxidase
BD132,K02274,C16444,Benzidine,coxA,ATSDR,Nitrogen-containing,oxidase
BD132,K02274,C16444,Benzidine,coxA,IARC1,Nitrogen-containing,oxidase
BD132,K02274,C16444,Benzidine,coxA,EPA,Nitrogen-containing,oxidase
BD132,K02274,C19231,"3,3'-Dimethoxybenzidine",coxA,IARC2B,Nitrogen-containing,oxidase
BD132,K02274,C19231,"3,3'-Dimethoxybenzidine",coxA,IARC2B,Polyaromatic,oxidase
BD132,K02275,C00070,Copper,coxB,ATSDR,Metal,oxidase
BD132,K02275,C00070,Copper,coxB,EPA,Metal,oxidase
BD132,K02275,C00070,Copper,coxB,PSL,Metal,oxidase
BD132,K02275,C16444,Benzidine,coxB,PSL,Aromatic,oxidase
BD132,K02275,C16444,Benzidine,coxB,ATSDR,Aromatic,oxidase
BD132,K02275,C16444,Benzidine,coxB,IARC1,Aromatic,oxidase
BD132,K02275,C16444,Benzidine,coxB,EPA,Aromatic,oxidase
BD132,K02275,C16444,Benzidine,coxB,PSL,Nitrogen-containing,oxidase
BD132,K02275,C16444,Benzidine,coxB,ATSDR,Nitrogen-containing,oxidase
BD132,K02275,C16444,Benzidine,coxB,IARC1,Nitrogen-containing,oxidase
BD132,K02275,C16444,Benzidine,coxB,EPA,Nitrogen-containing,oxidase
BD132,K02275,C19231,"3,3'-Dimethoxybenzidine",coxB,IARC2B,Nitrogen-containing,oxidase
BD132,K02275,C19231,"3,3'-Dimethoxybenzidine",coxB,IARC2B,Polyaromatic,oxidase
BD132,K02276,C00070,Copper,coxC,ATSDR,Metal,oxidase
BD132,K02276,C00070,Copper,coxC,EPA,Metal,oxidase
BD132,K02276,C00070,Copper,coxC,PSL,Metal,oxidase
BD132,K02276,C16444,Benzidine,coxC,IARC1,Aromatic,oxidase
BD132,K02276,C16444,Benzidine,coxC,EPA,Aromatic,oxidase
BD132,K02276,C16444,Benzidine,coxC,PSL,Aromatic,oxidase
BD132,K02276,C16444,Benzidine,coxC,ATSDR,Aromatic,oxidase
BD132,K02276,C16444,Benzidine,coxC,IARC1,Nitrogen-containing,oxidase
BD132,K02276,C16444,Benzidine,coxC,EPA,Nitrogen-containing,oxidase
BD132,K02276,C16444,Benzidine,coxC,PSL,Nitrogen-containing,oxidase
BD132,K02276,C16444,Benzidine,coxC,ATSDR,Nitrogen-containing,oxidase
BD132,K02276,C19231,"3,3'-Dimethoxybenzidine",coxC,IARC2B,Nitrogen-containing,oxidase
BD132,K02276,C19231,"3,3'-Dimethoxybenzidine",coxC,IARC2B,Polyaromatic,oxidase
BD132,K02277,C00070,Copper,coxD,ATSDR,Metal,oxidase
BD132,K02277,C00070,Copper,coxD,PSL,Metal,oxidase
BD132,K02277,C00070,Copper,coxD,EPA,Metal,oxidase
BD132,K02277,C16444,Benzidine,coxD,PSL,Aromatic,oxidase
BD132,K02277,C16444,Benzidine,coxD,ATSDR,Aromatic,oxidase
BD132,K02277,C16444,Benzidine,coxD,IARC1,Aromatic,oxidase
BD132,K02277,C16444,Benzidine,coxD,EPA,Aromatic,oxidase
BD132,K02277,C16444,Benzidine,coxD,PSL,Nitrogen-containing,oxidase
BD132,K02277,C16444,Benzidine,coxD,ATSDR,Nitrogen-containing,oxidase
BD132,K02277,C16444,Benzidine,coxD,IARC1,Nitrogen-containing,oxidase
BD132,K02277,C16444,Benzidine,coxD,EPA,Nitrogen-containing,oxidase
BD132,K02277,C19231,"3,3'-Dimethoxybenzidine",coxD,IARC2B,Nitrogen-containing,oxidase
BD132,K02277,C19231,"3,3'-Dimethoxybenzidine",coxD,IARC2B,Polyaromatic,oxidase
BD132,K02437,C00014,Ammonia,gcvH,PSL,Nitrogen-containing,glycine cleavage system
BD132,K02437,C00014,Ammonia,gcvH,ATSDR,Nitrogen-containing,glycine cleavage system
BD132,K02469,C01553,Amsacrine,gyrA,IARC2B,Polyaromatic,gyrase
BD132,K02469,C01553,Amsacrine,gyrA,IARC2B,Nitrogen-containing,gyrase
BD132,K02469,C01553,Amsacrine,gyrA,IARC2B,Sulfur-containing,gyrase
BD132,K02470,C01553,Amsacrine,gyrB,IARC2B,Polyaromatic,gyrase
BD132,K02470,C01553,Amsacrine,gyrB,IARC2B,Nitrogen-containing,gyrase
BD132,K02470,C01553,Amsacrine,gyrB,IARC2B,Sulfur-containing,gyrase
BD132,K02500,C00014,Ammonia,hisF,PSL,Nitrogen-containing,synthase
BD132,K02500,C00014,Ammonia,hisF,ATSDR,Nitrogen-containing,synthase
BD132,K02501,C00014,Ammonia,hisH,ATSDR,Nitrogen-containing,synthase
BD132,K02501,C00014,Ammonia,hisH,PSL,Nitrogen-containing,synthase
BD132,K02564,C00014,Ammonia,nagB,PSL,Nitrogen-containing,deaminase
BD132,K02564,C00014,Ammonia,nagB,ATSDR,Nitrogen-containing,deaminase
BD132,K02621,C01553,Amsacrine,parC,IARC2B,Polyaromatic,topoisomerase
BD132,K02621,C01553,Amsacrine,parC,IARC2B,Nitrogen-containing,topoisomerase
BD132,K02621,C01553,Amsacrine,parC,IARC2B,Sulfur-containing,topoisomerase
BD132,K02622,C01553,Amsacrine,parE,IARC2B,Polyaromatic,topoisomerase
BD132,K02622,C01553,Amsacrine,parE,IARC2B,Nitrogen-containing,topoisomerase
BD132,K02622,C01553,Amsacrine,parE,IARC2B,Sulfur-containing,topoisomerase
BD132,K02825,C19304,Thiouracil,pyrR,IARC2B,Nitrogen-containing,phosphoribosyltransferase
BD132,K02825,C19304,Thiouracil,pyrR,IARC2B,Sulfur-containing,phosphoribosyltransferase
BD132,K02825,C19304,Thiouracil,pyrR,IARC2B,Aliphatic,phosphoribosyltransferase
BD132,K03147,C00237,CO,thiC,ATSDR,Inorganic,synthase
BD132,K03168,C01553,Amsacrine,topA,IARC2B,Polyaromatic,topoisomerase
BD132,K03168,C01553,Amsacrine,topA,IARC2B,Nitrogen-containing,topoisomerase
BD132,K03168,C01553,Amsacrine,topA,IARC2B,Sulfur-containing,topoisomerase
BD132,K03169,C01553,Amsacrine,topB,IARC2B,Polyaromatic,topoisomerase
BD132,K03169,C01553,Amsacrine,topB,IARC2B,Nitrogen-containing,topoisomerase
BD132,K03169,C01553,Amsacrine,topB,IARC2B,Sulfur-containing,topoisomerase
BD132,K03411,C00014,Ammonia,cheD,PSL,Nitrogen-containing,chemotaxis
BD132,K03411,C00014,Ammonia,cheD,ATSDR,Nitrogen-containing,chemotaxis
BD132,K03412,C00014,Ammonia,cheB,PSL,Nitrogen-containing,chemotaxis
BD132,K03412,C00014,Ammonia,cheB,ATSDR,Nitrogen-containing,chemotaxis
BD132,K03564,C19359,Chloramine,BCP,PSL,Nitrogen-containing,peroxiredoxin
BD132,K03564,C19359,Chloramine,BCP,PSL,Chlorinated,peroxiredoxin
BD132,K03707,C00014,Ammonia,tenA,PSL,Nitrogen-containing,thiaminase
BD132,K03707,C00014,Ammonia,tenA,ATSDR,Nitrogen-containing,thiaminase
BD132,K03742,C00014,Ammonia,pncC,PSL,Nitrogen-containing,amidase
BD132,K03742,C00014,Ammonia,pncC,ATSDR,Nitrogen-containing,amidase
BD132,K03743,C00014,Ammonia,pncC,PSL,Nitrogen-containing,amidase
BD132,K03743,C00014,Ammonia,pncC,ATSDR,Nitrogen-containing,amidase
BD132,K03781,C00067,Formaldehyde,katE,PSL,Aliphatic,catalase
BD132,K03781,C00067,Formaldehyde,katE,IARC1,Aliphatic,catalase
BD132,K03781,C00067,Formaldehyde,katE,ATSDR,Aliphatic,catalase
BD132,K03809,C06681,Mitomycin,wrbA,IARC2B,Nitrogen-containing,dehydrogenase
BD132,K03809,C06681,Mitomycin,wrbA,IARC2B,Polyaromatic,dehydrogenase
BD132,K03809,C10312,Danthron,wrbA,IARC2B,Aromatic,dehydrogenase
BD132,K03886,C18428,Diuron,qcrA,ATSDR,Nitrogen-containing,reductase
BD132,K03886,C18428,Diuron,qcrA,WFD,Nitrogen-containing,reductase
BD132,K03886,C18428,Diuron,qcrA,EPC,Nitrogen-containing,reductase
BD132,K03886,C18428,Diuron,qcrA,ATSDR,Chlorinated,reductase
BD132,K03886,C18428,Diuron,qcrA,WFD,Chlorinated,reductase
BD132,K03886,C18428,Diuron,qcrA,EPC,Chlorinated,reductase
BD132,K03886,C18428,Diuron,qcrA,ATSDR,Aromatic,reductase
BD132,K03886,C18428,Diuron,qcrA,WFD,Aromatic,reductase
BD132,K03886,C18428,Diuron,qcrA,EPC,Aromatic,reductase
BD132,K03887,C18428,Diuron,qcrB,ATSDR,Nitrogen-containing,reductase
BD132,K03887,C18428,Diuron,qcrB,WFD,Nitrogen-containing,reductase
BD132,K03887,C18428,Diuron,qcrB,EPC,Nitrogen-containing,reductase
BD132,K03887,C18428,Diuron,qcrB,ATSDR,Chlorinated,reductase
BD132,K03887,C18428,Diuron,qcrB,WFD,Chlorinated,reductase
BD132,K03887,C18428,Diuron,qcrB,EPC,Chlorinated,reductase
BD132,K03887,C18428,Diuron,qcrB,ATSDR,Aromatic,reductase
BD132,K03887,C18428,Diuron,qcrB,WFD,Aromatic,reductase
BD132,K03887,C18428,Diuron,qcrB,EPC,Aromatic,reductase
BD132,K03888,C18428,Diuron,qcrC,ATSDR,Nitrogen-containing,reductase
BD132,K03888,C18428,Diuron,qcrC,WFD,Nitrogen-containing,reductase
BD132,K03888,C18428,Diuron,qcrC,EPC,Nitrogen-containing,reductase
BD132,K03888,C18428,Diuron,qcrC,ATSDR,Chlorinated,reductase
BD132,K03888,C18428,Diuron,qcrC,WFD,Chlorinated,reductase
BD132,K03888,C18428,Diuron,qcrC,EPC,Chlorinated,reductase
BD132,K03888,C18428,Diuron,qcrC,ATSDR,Aromatic,reductase
BD132,K03888,C18428,Diuron,qcrC,WFD,Aromatic,reductase
BD132,K03888,C18428,Diuron,qcrC,EPC,Aromatic,reductase
BD132,K03928,C07591,Phenacetin,yvaK,IARC2A,Aromatic,carboxylesterase
BD132,K03928,C07591,Phenacetin,yvaK,IARC2A,Nitrogen-containing,carboxylesterase
BD132,K03928,C10984,Cypermethrin,yvaK,EPC,Polyaromatic,carboxylesterase
BD132,K03928,C10984,Cypermethrin,yvaK,EPC,Chlorinated,carboxylesterase
BD132,K03928,C10984,Cypermethrin,yvaK,EPC,Nitrogen-containing,carboxylesterase
BD132,K03928,C14214,Dibutyl phthalate,yvaK,EPA,Aromatic,carboxylesterase
BD132,K03928,C14214,Dibutyl phthalate,yvaK,CONAMA,Aromatic,carboxylesterase
BD132,K03928,C14214,Dibutyl phthalate,yvaK,PSL,Aromatic,carboxylesterase
BD132,K03928,C14214,Dibutyl phthalate,yvaK,ATSDR,Aromatic,carboxylesterase
BD132,K03928,C14322,Chlorpyrifos,yvaK,EPC,Organophosphorus,carboxylesterase
BD132,K03928,C14322,Chlorpyrifos,yvaK,WFD,Organophosphorus,carboxylesterase
BD132,K03928,C14322,Chlorpyrifos,yvaK,ATSDR,Organophosphorus,carboxylesterase
BD132,K03928,C14322,Chlorpyrifos,yvaK,EPC,Chlorinated,carboxylesterase
BD132,K03928,C14322,Chlorpyrifos,yvaK,WFD,Chlorinated,carboxylesterase
BD132,K03928,C14322,Chlorpyrifos,yvaK,ATSDR,Chlorinated,carboxylesterase
BD132,K03928,C14326,Dimethoate,yvaK,ATSDR,Nitrogen-containing,carboxylesterase
BD132,K03928,C14326,Dimethoate,yvaK,ATSDR,Organophosphorus,carboxylesterase
BD132,K03928,C14326,Dimethoate,yvaK,ATSDR,Sulfur-containing,carboxylesterase
BD132,K03928,C14403,ortho-Toluidine,yvaK,IARC1,Aromatic,carboxylesterase
BD132,K03928,C14403,ortho-Toluidine,yvaK,IARC1,Nitrogen-containing,carboxylesterase
BD132,K03928,C14430,Dichlorvos,yvaK,ATSDR,Organophosphorus,carboxylesterase
BD132,K03928,C14430,Dichlorvos,yvaK,IARC2B,Organophosphorus,carboxylesterase
BD132,K03928,C14430,Dichlorvos,yvaK,EPC,Organophosphorus,carboxylesterase
BD132,K03928,C14430,Dichlorvos,yvaK,ATSDR,Chlorinated,carboxylesterase
BD132,K03928,C14430,Dichlorvos,yvaK,IARC2B,Chlorinated,carboxylesterase
BD132,K03928,C14430,Dichlorvos,yvaK,EPC,Chlorinated,carboxylesterase
BD132,K03928,C14520,Chlorpyrifos-methyl,yvaK,EPC,Organophosphorus,carboxylesterase
BD132,K03928,C14520,Chlorpyrifos-methyl,yvaK,EPC,Chlorinated,carboxylesterase
BD132,K03928,C14520,Chlorpyrifos-methyl,yvaK,EPC,Nitrogen-containing,carboxylesterase
BD132,K03928,C14520,Chlorpyrifos-methyl,yvaK,EPC,Sulfur-containing,carboxylesterase
BD132,K03928,C14687,2-Ethoxyethanol,yvaK,PSL,Aliphatic,carboxylesterase
BD132,K03928,C19309,Vinyl acetate,yvaK,IARC2B,Aliphatic,carboxylesterase
BD132,K03928,C05361,Hydrazine,yvaK,ATSDR,Nitrogen-containing,carboxylesterase
BD132,K03928,C05361,Hydrazine,yvaK,IARC2A,Nitrogen-containing,carboxylesterase
BD132,K03928,C11004,"2,6-Dimethylaniline",yvaK,IARC2B,Aromatic,carboxylesterase
BD132,K03928,C11004,"2,6-Dimethylaniline",yvaK,IARC2B,Nitrogen-containing,carboxylesterase
BD132,K04077,C06269,Arsenic,groEL,ATSDR,Metal,chaperonin
BD132,K04077,C06269,Arsenic,groEL,PSL,Metal,chaperonin
BD132,K04077,C06269,Arsenic,groEL,IARC1,Metal,chaperonin
BD132,K04077,C06269,Arsenic,groEL,EPA,Metal,chaperonin
BD132,K04091,C19534,"1,1,2,2-Tetrachloroethane",ssuD,IARC2B,Chlorinated,monooxygenase
BD132,K04091,C19534,"1,1,2,2-Tetrachloroethane",ssuD,PSL,Chlorinated,monooxygenase
BD132,K04091,C19534,"1,1,2,2-Tetrachloroethane",ssuD,EPA,Chlorinated,monooxygenase
BD132,K04091,C19534,"1,1,2,2-Tetrachloroethane",ssuD,ATSDR,Chlorinated,monooxygenase
BD132,K04091,C19534,"1,1,2,2-Tetrachloroethane",ssuD,IARC2B,Aliphatic,monooxygenase
BD132,K04091,C19534,"1,1,2,2-Tetrachloroethane",ssuD,PSL,Aliphatic,monooxygenase
BD132,K04091,C19534,"1,1,2,2-Tetrachloroethane",ssuD,EPA,Aliphatic,monooxygenase
BD132,K04091,C19534,"1,1,2,2-Tetrachloroethane",ssuD,ATSDR,Aliphatic,monooxygenase
BD132,K04091,C00067,Formaldehyde,ssuD,ATSDR,Aliphatic,monooxygenase
BD132,K04091,C00067,Formaldehyde,ssuD,PSL,Aliphatic,monooxygenase
BD132,K04091,C00067,Formaldehyde,ssuD,IARC1,Aliphatic,monooxygenase
