Sample,ko,Gene,Pathway,compound_pathway
BD141,K01895,pqsA,C_Anthranilate_degradation,Aromatics
BD141,K01912,paaK,C_Phenylacetate_degradation,Aromatics
BD141,K02554,xylJ,C_Catechol_degradation,Aromatics
BD141,K02609,paaA,C_Phenylacetate_degradation,Aromatics
BD141,K02610,paaB,C_Phenylacetate_degradation,Aromatics
BD141,K02611,paaC,C_Phenylacetate_degradation,Aromatics
BD141,K02612,paaD,C_Phenylacetate_degradation,Aromatics
BD141,K03386,ahpC,A_Finnerty_pathway,Alkanes
BD141,K03387,ahpF,A_Finnerty_pathway,Alkanes
BD141,K03392,praH,C_Protocatechuate_degradation,Aromatics
BD141,K03392,proH,C_Protocatechuate_degradation,Aromatics
BD141,K03406,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD141,K03556,alkS,A_Auxiliar_alkane_gene,Alkanes
BD141,K03644,lipA,D_PET,Polymers
BD141,K03644,lipA,D_PCL,Polymers
BD141,K03644,lipA,D_PBSA,Polymers
BD141,K04755,benC,C_Benzoate_degradation,Aromatics
BD141,K04755,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD141,K04755,xylZ,C_Benzoate_degradation,Aromatics
BD141,K05337,padAc1,C_Phthalate_degradation,Aromatics
BD141,K15765,isoF,B_Isoprene_degradation,Alkenes
BD141,K15765,xamoF,B_Propene_degradation,Alkenes
BD141,K06133,ffp,E_Fengacyn,Biosurfactant
BD141,K06133,sfp,E_Surfactin,Biosurfactant
BD141,K06151,mpdB,B_2-methylpropene_degradation,Alkenes
BD141,K06999,est,D_PU,Polymers
BD141,K06999,est,D_PET,Polymers
BD141,K06999,est,D_PBSA,Polymers
BD141,K06999,est,D_PCL,Polymers
BD141,K06999,est,D_PBAT,Polymers
BD141,K06999,est,D_PLA,Polymers
BD141,K07071,blc,A_Hydrocarbon_uptake,Alkanes
BD141,K15654,srfAA,E_Surfactin,Biosurfactant
BD141,K15654,srfAB,E_Surfactin,Biosurfactant
BD141,K15329,ituD,E_Iturin,Biosurfactant
BD141,K15667,ppsA,E_Plipastatin,Biosurfactant
BD141,K15667,ppsC,E_Plipastatin,Biosurfactant
BD141,K15667,ppsD,E_Plipastatin,Biosurfactant
BD141,K15668,ppsE,E_Plipastatin,Biosurfactant
BD141,K22445,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD141,K22445,dpgC,C_Toluene_degradation,Aromatics
BD141,K22445,mdlD,C_Toluene_degradation,Aromatics
BD143,K00055,xylB,C_Toluene_degradation,Aromatics
BD143,K00055,xylB,C_Dimethylbenzene,Aromatics
BD143,K00104,pchF,C_Toluene_degradation,Aromatics
BD143,K00128,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD143,K00128,mpdC,B_2-methylpropene_degradation,Alkenes
BD143,K00128,dpgC,C_Toluene_degradation,Aromatics
BD143,K00128,mdlD,C_Toluene_degradation,Aromatics
BD143,K00128,pchA,C_Toluene_degradation,Aromatics
BD143,K00128,phdK,C_Phenanthrene_degradation,Aromatics
BD143,K00128,praB,C_Protocatechuate_degradation,Aromatics
BD143,K00128,pegC,D_PEG,Polymers
BD143,K00219,abmA,C_Anthranilate_degradation,Aromatics
BD143,K00354,abmA,C_Anthranilate_degradation,Aromatics
BD143,K00362,alkT_rubB_rdxR,A_Terminal/biterminal_oxidation,Alkanes
BD143,K00362,andAa,C_Anthranilate_degradation,Aromatics
BD143,K00362,padAd1,C_Phthalate_degradation,Aromatics
BD143,K00363,andAb,C_Anthranilate_degradation,Aromatics
BD143,K00363,bedB,C_Benzene_degradation,Aromatics
BD143,K00363,bphAc,C_Biphenyl_degradation,Aromatics
BD143,K00363,nagAb,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD143,K00363,todB,C_Toluene_degradation,Aromatics
BD143,K00382,xecC,B_Propene_degradation,Alkenes
BD143,K00549,etnE,B_Ethene_and_chloroethene_degradation,Alkenes
BD143,K00549,xecA,B_Propene_degradation,Alkenes
BD143,K00627,bphD,C_Biphenyl_degradation,Aromatics
BD143,K00632,pcaF,C_Catechol_degradation,Aromatics
BD143,K00632,pcaF,C_Protocatechuate_degradation,Aromatics
BD143,K00645,ituD,E_Iturin,Biosurfactant
BD143,K00661,at,E_Sophorolipids,Biosurfactant
BD143,K01046,estA,D_PBAT,Polymers
BD143,K01046,FB4_0780,D_PBAT,Polymers
BD143,K01046,lip,D_PU,Polymers
BD143,K01046,lip,D_PET,Polymers
BD143,K01046,lipA,D_PET,Polymers
BD143,K01046,lipA,D_PCL,Polymers
BD143,K01046,lipA,D_PBSA,Polymers
BD143,K01046,plaA,D_PLA,Polymers
BD143,K01046,plaM4,D_PBS,Polymers
BD143,K01046,plaM4,D_PES,Polymers
BD143,K01046,plaM4,D_PHA,Polymers
BD143,K01046,plaM4,D_PBSA,Polymers
BD143,K01046,plaM4,D_PCL,Polymers
BD143,K01046,plaM4,D_PHB,Polymers
BD143,K01046,plaM4,D_PLA,Polymers
BD143,K01046,plaM5,D_PLA,Polymers
BD143,K01104,wzb,E_Emulsan,Biosurfactant
BD143,K01342,SUBB_LEDLE,D_PLA,Polymers
BD143,K01342,subC,D_PLA,Polymers
BD143,K01342,SUBS_LEDLE,D_PLA,Polymers
BD143,K13277,subC,D_PLA,Polymers
BD143,K01426,NFA_28320,D_Nylon,Polymers
BD143,K01426,nylA,D_Nylon,Polymers
BD143,K01465,benC,C_Benzoate_degradation,Aromatics
BD143,K01649,xylK,C_Catechol_degradation,Aromatics
BD143,K01821,praC,C_Protocatechuate_degradation,Aromatics
BD143,K01821,xylH,C_Catechol_degradation,Aromatics
BD143,K01895,pqsA,C_Anthranilate_degradation,Aromatics
BD143,K02823,prmB,A_Subterminal_oxidation,Alkanes
BD143,K02823,isoF,B_Isoprene_degradation,Alkenes
BD143,K02823,xamoF,B_Propene_degradation,Alkenes
BD143,K02823,antC,C_Anthranilate_degradation,Aromatics
BD143,K02823,benC,C_Benzoate_degradation,Aromatics
BD143,K02823,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD143,K02823,tphA1I,C_Terephthalate_degradation,Aromatics
BD143,K02823,xylZ,C_Benzoate_degradation,Aromatics
BD143,K03406,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD143,K03644,lipA,D_PET,Polymers
BD143,K03644,lipA,D_PCL,Polymers
BD143,K03644,lipA,D_PBSA,Polymers
BD143,K04091,ssuD,A_Auxiliar_alkane_gene,Alkanes
BD143,K20938,LadA,A_Terminal/biterminal_oxidation,Alkanes
BD143,K20938,ssuD,A_Auxiliar_alkane_gene,Alkanes
BD143,K05337,padAc1,C_Phthalate_degradation,Aromatics
BD143,K15765,isoF,B_Isoprene_degradation,Alkenes
BD143,K15765,xamoF,B_Propene_degradation,Alkenes
BD143,K06133,ffp,E_Fengacyn,Biosurfactant
BD143,K06133,sfp,E_Surfactin,Biosurfactant
BD143,K06999,est,D_PU,Polymers
BD143,K06999,est,D_PET,Polymers
BD143,K06999,est,D_PBSA,Polymers
BD143,K06999,est,D_PCL,Polymers
BD143,K06999,est,D_PBAT,Polymers
BD143,K06999,est,D_PLA,Polymers
BD143,K07071,blc,A_Hydrocarbon_uptake,Alkanes
BD143,K10218,proA,C_Protocatechuate_degradation,Aromatics
BD143,K15654,srfAA,E_Surfactin,Biosurfactant
BD143,K15654,srfAB,E_Surfactin,Biosurfactant
BD143,K15655,srfAA,E_Surfactin,Biosurfactant
BD143,K15655,srfAB,E_Surfactin,Biosurfactant
BD143,K16119,srfAA,E_Surfactin,Biosurfactant
BD143,K16120,srfAB,E_Surfactin,Biosurfactant
BD143,K15656,ppsE,E_Plipastatin,Biosurfactant
BD143,K17763,BAY15_3292,D_PVA,Polymers
BD143,K17828,benC,C_Benzoate_degradation,Aromatics
BD145,K00019,hbd,D_PHBV,Polymers
BD145,K00019,hbd,D_PHA,Polymers
BD145,K00019,hbd,D_P3HV,Polymers
BD145,K00097,tphB,C_Terephthalate_degradation,Aromatics
BD145,K22024,tphB,C_Terephthalate_degradation,Aromatics
BD145,K00104,pchF,C_Toluene_degradation,Aromatics
BD145,K00108,alkJ_adh,A_Auxiliar_alkane_gene,Alkanes
BD145,K00108,pegA,D_PEG,Polymers
BD145,K00128,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD145,K00128,mpdC,B_2-methylpropene_degradation,Alkenes
BD145,K00128,dpgC,C_Toluene_degradation,Aromatics
BD145,K00128,mdlD,C_Toluene_degradation,Aromatics
BD145,K00128,pchA,C_Toluene_degradation,Aromatics
BD145,K00128,phdK,C_Phenanthrene_degradation,Aromatics
BD145,K00128,praB,C_Protocatechuate_degradation,Aromatics
BD145,K00128,pegC,D_PEG,Polymers
BD145,K00151,praB,C_Protocatechuate_degradation,Aromatics
BD145,K10217,praB,C_Protocatechuate_degradation,Aromatics
BD145,K10217,xylG,C_Catechol_degradation,Aromatics
BD145,K00154,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD145,K00154,dpgC,C_Toluene_degradation,Aromatics
BD145,K00154,mdlD,C_Toluene_degradation,Aromatics
BD145,K00219,abmA,C_Anthranilate_degradation,Aromatics
BD145,K00362,alkT_rubB_rdxR,A_Terminal/biterminal_oxidation,Alkanes
BD145,K00362,andAa,C_Anthranilate_degradation,Aromatics
BD145,K00362,padAd1,C_Phthalate_degradation,Aromatics
BD145,K00363,andAb,C_Anthranilate_degradation,Aromatics
BD145,K00363,bedB,C_Benzene_degradation,Aromatics
BD145,K00363,bphAc,C_Biphenyl_degradation,Aromatics
BD145,K00363,nagAb,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD145,K00363,todB,C_Toluene_degradation,Aromatics
BD145,K00382,xecC,B_Propene_degradation,Alkenes
BD145,K00406,pchC,C_Toluene_degradation,Aromatics
BD145,K00428,latA,D_NR,Polymers
BD145,K00448,pcaG,C_Protocatechuate_degradation,Aromatics
BD145,K00449,pcaH,C_Protocatechuate_degradation,Aromatics
BD145,K00450,hbzE,C_Gentisate_degradation,Aromatics
BD145,K00450,nagI,C_Gentisate_degradation,Aromatics
BD145,K00450,phdI,C_Phenanthrene_degradation,Aromatics
BD145,K00450,sdgD,C_Salicylate_degradation,Aromatics
BD145,K00450,xlnE,C_Gentisate_degradation,Aromatics
BD145,K14748,nagAc,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD145,K00481,pobA,C_Toluene_degradation,Aromatics
BD145,K00528,xamoF,B_Propene_degradation,Alkenes
BD145,K00528,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD145,K00528,tphA1I,C_Terephthalate_degradation,Aromatics
BD145,K00529,alkT_rubB_rdxR,A_Terminal/biterminal_oxidation,Alkanes
BD145,K00529,prmB,A_Subterminal_oxidation,Alkanes
BD145,K00529,bedA,C_Benzene_degradation,Aromatics
BD145,K00529,bphAd,C_Biphenyl_degradation,Aromatics
BD145,K00529,todA,C_Toluene_degradation,Aromatics
BD145,K00549,etnE,B_Ethene_and_chloroethene_degradation,Alkenes
BD145,K00549,xecA,B_Propene_degradation,Alkenes
BD145,K00632,pcaF,C_Catechol_degradation,Aromatics
BD145,K00632,pcaF,C_Protocatechuate_degradation,Aromatics
BD145,K07823,pcaF,C_Catechol_degradation,Aromatics
BD145,K07823,pcaF,C_Protocatechuate_degradation,Aromatics
BD145,K00627,bphD,C_Biphenyl_degradation,Aromatics
BD145,K00645,ituD,E_Iturin,Biosurfactant
BD145,K15327,ituD,E_Iturin,Biosurfactant
BD145,K00799,isoI,B_Isoprene_degradation,Alkenes
BD145,K01028,pcaI,C_Protocatechuate_degradation,Aromatics
BD145,K01055,pcaD,C_Catechol_degradation,Aromatics
BD145,K01055,pcaD,C_Protocatechuate_degradation,Aromatics
BD145,K01061,phaZ,D_P4HB,Polymers
BD145,K01061,phaZ,D_PEA,Polymers
BD145,K01061,phaZ,D_P3HP,Polymers
BD145,K01061,phaZ,D_PHBV,Polymers
BD145,K01061,phaZ,D_PHO,Polymers
BD145,K01061,phaZ,D_PPL,Polymers
BD145,K01061,phaZ,D_PHB,Polymers
BD145,K01061,phaZ,D_PHA,Polymers
BD145,K01061,phaZ,D_PHPV,Polymers
BD145,K01061,phaZ,D_PCL,Polymers
BD145,K01061,phaZ,D_PES,Polymers
BD145,K01104,wzb,E_Emulsan,Biosurfactant
BD145,K01259,pcaD,C_Catechol_degradation,Aromatics
BD145,K01259,pcaD,C_Protocatechuate_degradation,Aromatics
BD145,K01426,NFA_28320,D_Nylon,Polymers
BD145,K01426,nylA,D_Nylon,Polymers
BD145,K01465,benC,C_Benzoate_degradation,Aromatics
BD145,K01628,padC2,C_Phthalate_degradation,Aromatics
BD145,K01649,xylK,C_Catechol_degradation,Aromatics
BD145,K01666,xylK,C_Catechol_degradation,Aromatics
BD145,K01801,nagL,C_Gentisate_degradation,Aromatics
BD145,K01821,praC,C_Protocatechuate_degradation,Aromatics
BD145,K01821,xylH,C_Catechol_degradation,Aromatics
BD145,K01856,catB,C_Catechol_degradation,Aromatics
BD145,K01857,pcaB,C_Protocatechuate_degradation,Aromatics
BD145,K01895,pqsA,C_Anthranilate_degradation,Aromatics
BD145,K01912,paaK,C_Phenylacetate_degradation,Aromatics
BD145,K02364,ppsE,E_Plipastatin,Biosurfactant
BD145,K02554,xylJ,C_Catechol_degradation,Aromatics
BD145,K02609,paaA,C_Phenylacetate_degradation,Aromatics
BD145,K02612,paaD,C_Phenylacetate_degradation,Aromatics
BD145,K03386,ahpC,A_Finnerty_pathway,Alkanes
BD145,K03406,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD145,K03644,lipA,D_PET,Polymers
BD145,K03644,lipA,D_PCL,Polymers
BD145,K03644,lipA,D_PBSA,Polymers
BD145,K03801,lipB,D_PET,Polymers
BD145,K04755,benC,C_Benzoate_degradation,Aromatics
BD145,K04755,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD145,K04755,xylZ,C_Benzoate_degradation,Aromatics
BD145,K05973,AvCA6_03910,D_PHB,Polymers
BD145,K05973,AvCA6_03910,D_PHA,Polymers
BD145,K05973,pDS-PS,D_PHB,Polymers
BD145,K05973,pDS-PS,D_PHA,Polymers
BD145,K05973,phaY2,D_PHB,Polymers
BD145,K05973,phaY2,D_PHA,Polymers
BD145,K05973,phaZ,D_P4HB,Polymers
BD145,K05973,phaZ,D_PEA,Polymers
BD145,K05973,phaZ,D_P3HP,Polymers
BD145,K05973,phaZ,D_PHBV,Polymers
BD145,K05973,phaZ,D_PHO,Polymers
BD145,K05973,phaZ,D_PPL,Polymers
BD145,K05973,phaZ,D_PHB,Polymers
BD145,K05973,phaZ,D_PHA,Polymers
BD145,K05973,phaZ,D_PHPV,Polymers
BD145,K05973,phaZ,D_PCL,Polymers
BD145,K05973,phaZ,D_PES,Polymers
BD145,K05973,phaZ1,D_PHA,Polymers
BD145,K05973,phaZ1,D_PHB,Polymers
BD145,K05973,phaZ2,D_PHB,Polymers
BD145,K05973,phaZ2,D_PHA,Polymers
BD145,K05973,phaZ3,D_PHB,Polymers
BD145,K05973,phaZ3,D_PHA,Polymers
BD145,K05973,phaZ4,D_PHA,Polymers
BD145,K05973,phaZ4,D_PHB,Polymers
BD145,K05973,phaZ5,D_PHA,Polymers
BD145,K05973,phaZ5,D_PHB,Polymers
BD145,K05973,phaZ6,D_PHA,Polymers
BD145,K05973,phaZ6,D_PHB,Polymers
BD145,K05973,phaZ7,D_PHB,Polymers
BD145,K05973,phaZ7,D_PHA,Polymers
BD145,K05973,phaZCac,D_PHA,Polymers
BD145,K05973,phaZCac,D_PHB,Polymers
BD145,K05973,phaZCac,D_PES,Polymers
BD145,K05973,phaZCac,D_PEA,Polymers
BD145,K05973,phaZCac,D_P4HB,Polymers
BD145,K05973,phaZCac,D_P3HP,Polymers
BD145,K05973,phaZd,D_PHB,Polymers
BD145,K05973,phaZd,D_PHA,Polymers
BD145,K05973,phaZd,D_PHBV,Polymers
BD145,K06133,ffp,E_Fengacyn,Biosurfactant
BD145,K06133,sfp,E_Surfactin,Biosurfactant
BD145,K06151,mpdB,B_2-methylpropene_degradation,Alkenes
BD145,K06999,est,D_PU,Polymers
BD145,K06999,est,D_PET,Polymers
BD145,K06999,est,D_PBSA,Polymers
BD145,K06999,est,D_PCL,Polymers
BD145,K06999,est,D_PBAT,Polymers
BD145,K06999,est,D_PLA,Polymers
BD145,K07275,alkL,A_Hydrocarbon_uptake,Alkanes
BD145,K09024,hpaC,C_4-Hydroxyphenylacetate_degradation,Aromatics
BD145,K09024,styB,C_Styrene_degradation,Aromatics
BD145,K09181,sdgB,C_Salicylate_degradation,Aromatics
BD145,K10216,todF,C_Toluene_degradation,Aromatics
BD145,K10216,xylF,C_Catechol_degradation,Aromatics
BD145,K10804,est,D_PU,Polymers
BD145,K10804,est,D_PET,Polymers
BD145,K10804,est,D_PBSA,Polymers
BD145,K10804,est,D_PCL,Polymers
BD145,K10804,est,D_PBAT,Polymers
BD145,K10804,est,D_PLA,Polymers
BD145,K14520,BVMO,A_Subterminal_oxidation,Alkanes
BD145,K14578,doxA,C_Naphthalene_degradation,Aromatics
BD145,K14578,doxA,C_Dibenzothiophene_degradation,Aromatics
BD145,K14578,nagAb,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD145,K14749,doxD,C_Dibenzothiophene_degradation,Aromatics
BD145,K14749,doxD,C_Naphthalene_degradation,Aromatics
BD145,K14749,nagAd,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD145,K15654,srfAA,E_Surfactin,Biosurfactant
BD145,K15654,srfAB,E_Surfactin,Biosurfactant
BD145,K16165,hbzF,C_Gentisate_degradation,Aromatics
BD145,K16165,nagK,C_Gentisate_degradation,Aromatics
BD145,K16319,andAc,C_Anthranilate_degradation,Aromatics
BD145,K16319,nagG,C_Salicylate_degradation,Aromatics
BD145,K16319,tphA2I,C_Terephthalate_degradation,Aromatics
BD145,K18242,nagG,C_Salicylate_degradation,Aromatics
BD145,K16320,andAd,C_Anthranilate_degradation,Aromatics
BD145,K16320,nagH,C_2-Methylnaphthalene_degradation,Aromatics
BD145,K16320,nagH,C_Salicylate_degradation,Aromatics
BD145,K16320,tphA3I,C_Terephthalate_degradation,Aromatics
BD145,K18243,nagH,C_2-Methylnaphthalene_degradation,Aromatics
BD145,K18243,nagH,C_Salicylate_degradation,Aromatics
BD145,K17828,benC,C_Benzoate_degradation,Aromatics
BD145,K17763,BAY15_3292,D_PVA,Polymers
BD145,K18372,est,D_PU,Polymers
BD145,K18372,est,D_PET,Polymers
BD145,K18372,est,D_PBSA,Polymers
BD145,K18372,est,D_PCL,Polymers
BD145,K18372,est,D_PBAT,Polymers
BD145,K18372,est,D_PLA,Polymers
BD145,K20938,LadA,A_Terminal/biterminal_oxidation,Alkanes
BD145,K20938,ssuD,A_Auxiliar_alkane_gene,Alkanes
BD145,K20940,nahW,C_Salicylate_degradation,Aromatics
BD147,K00382,xecC,B_Propene_degradation,Alkenes
BD147,K00549,etnE,B_Ethene_and_chloroethene_degradation,Alkenes
BD147,K00549,xecA,B_Propene_degradation,Alkenes
BD147,K01649,xylK,C_Catechol_degradation,Aromatics
BD147,K01895,pqsA,C_Anthranilate_degradation,Aromatics
BD147,K03406,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD147,K04091,ssuD,A_Auxiliar_alkane_gene,Alkanes
BD147,K05710,isoC,B_Isoprene_degradation,Alkenes
BD147,K05710,xamoC,B_Propene_degradation,Alkenes
BD147,K05710,andAb,C_Anthranilate_degradation,Aromatics
BD147,K05710,bedB,C_Benzene_degradation,Aromatics
BD147,K05710,bphAc,C_Biphenyl_degradation,Aromatics
BD147,K05710,doxA,C_Naphthalene_degradation,Aromatics
BD147,K05710,doxA,C_Dibenzothiophene_degradation,Aromatics
BD147,K05710,nagAb,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD147,K05710,tmoC,C_Toluene_degradation,Aromatics
BD147,K05710,todB,C_Toluene_degradation,Aromatics
BD149,K00055,xylB,C_Toluene_degradation,Aromatics
BD149,K00055,xylB,C_Dimethylbenzene,Aromatics
BD149,K00104,pchF,C_Toluene_degradation,Aromatics
BD149,K00128,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD149,K00128,mpdC,B_2-methylpropene_degradation,Alkenes
BD149,K00128,dpgC,C_Toluene_degradation,Aromatics
BD149,K00128,mdlD,C_Toluene_degradation,Aromatics
BD149,K00128,pchA,C_Toluene_degradation,Aromatics
BD149,K00128,phdK,C_Phenanthrene_degradation,Aromatics
BD149,K00128,praB,C_Protocatechuate_degradation,Aromatics
BD149,K00128,pegC,D_PEG,Polymers
BD149,K00219,abmA,C_Anthranilate_degradation,Aromatics
BD149,K00354,abmA,C_Anthranilate_degradation,Aromatics
BD149,K00362,alkT_rubB_rdxR,A_Terminal/biterminal_oxidation,Alkanes
BD149,K00362,andAa,C_Anthranilate_degradation,Aromatics
BD149,K00362,padAd1,C_Phthalate_degradation,Aromatics
BD149,K00363,andAb,C_Anthranilate_degradation,Aromatics
BD149,K00363,bedB,C_Benzene_degradation,Aromatics
BD149,K00363,bphAc,C_Biphenyl_degradation,Aromatics
BD149,K00363,nagAb,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD149,K00363,todB,C_Toluene_degradation,Aromatics
BD149,K00382,xecC,B_Propene_degradation,Alkenes
BD149,K00549,etnE,B_Ethene_and_chloroethene_degradation,Alkenes
BD149,K00549,xecA,B_Propene_degradation,Alkenes
BD149,K00627,bphD,C_Biphenyl_degradation,Aromatics
BD149,K00632,pcaF,C_Catechol_degradation,Aromatics
BD149,K00632,pcaF,C_Protocatechuate_degradation,Aromatics
BD149,K00645,ituD,E_Iturin,Biosurfactant
BD149,K00661,at,E_Sophorolipids,Biosurfactant
BD149,K01046,estA,D_PBAT,Polymers
BD149,K01046,FB4_0780,D_PBAT,Polymers
BD149,K01046,lip,D_PU,Polymers
BD149,K01046,lip,D_PET,Polymers
BD149,K01046,lipA,D_PET,Polymers
BD149,K01046,lipA,D_PCL,Polymers
BD149,K01046,lipA,D_PBSA,Polymers
BD149,K01046,plaA,D_PLA,Polymers
BD149,K01046,plaM4,D_PBS,Polymers
BD149,K01046,plaM4,D_PES,Polymers
BD149,K01046,plaM4,D_PHA,Polymers
BD149,K01046,plaM4,D_PBSA,Polymers
BD149,K01046,plaM4,D_PCL,Polymers
BD149,K01046,plaM4,D_PHB,Polymers
BD149,K01046,plaM4,D_PLA,Polymers
BD149,K01046,plaM5,D_PLA,Polymers
BD149,K01104,wzb,E_Emulsan,Biosurfactant
BD149,K01342,SUBB_LEDLE,D_PLA,Polymers
BD149,K01342,subC,D_PLA,Polymers
BD149,K01342,SUBS_LEDLE,D_PLA,Polymers
BD149,K13277,subC,D_PLA,Polymers
BD149,K01426,NFA_28320,D_Nylon,Polymers
BD149,K01426,nylA,D_Nylon,Polymers
BD149,K01465,benC,C_Benzoate_degradation,Aromatics
BD149,K01649,xylK,C_Catechol_degradation,Aromatics
BD149,K01821,praC,C_Protocatechuate_degradation,Aromatics
BD149,K01821,xylH,C_Catechol_degradation,Aromatics
BD149,K01895,pqsA,C_Anthranilate_degradation,Aromatics
BD149,K02823,prmB,A_Subterminal_oxidation,Alkanes
BD149,K02823,isoF,B_Isoprene_degradation,Alkenes
BD149,K02823,xamoF,B_Propene_degradation,Alkenes
BD149,K02823,antC,C_Anthranilate_degradation,Aromatics
BD149,K02823,benC,C_Benzoate_degradation,Aromatics
BD149,K02823,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD149,K02823,tphA1I,C_Terephthalate_degradation,Aromatics
BD149,K02823,xylZ,C_Benzoate_degradation,Aromatics
BD149,K03406,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD149,K03644,lipA,D_PET,Polymers
BD149,K03644,lipA,D_PCL,Polymers
BD149,K03644,lipA,D_PBSA,Polymers
BD149,K04091,ssuD,A_Auxiliar_alkane_gene,Alkanes
BD149,K20938,LadA,A_Terminal/biterminal_oxidation,Alkanes
BD149,K20938,ssuD,A_Auxiliar_alkane_gene,Alkanes
BD149,K05337,padAc1,C_Phthalate_degradation,Aromatics
BD149,K15765,isoF,B_Isoprene_degradation,Alkenes
BD149,K15765,xamoF,B_Propene_degradation,Alkenes
BD149,K06133,ffp,E_Fengacyn,Biosurfactant
BD149,K06133,sfp,E_Surfactin,Biosurfactant
BD149,K06999,est,D_PU,Polymers
BD149,K06999,est,D_PET,Polymers
BD149,K06999,est,D_PBSA,Polymers
BD149,K06999,est,D_PCL,Polymers
BD149,K06999,est,D_PBAT,Polymers
BD149,K06999,est,D_PLA,Polymers
BD149,K07071,blc,A_Hydrocarbon_uptake,Alkanes
BD149,K10218,proA,C_Protocatechuate_degradation,Aromatics
BD149,K15654,srfAA,E_Surfactin,Biosurfactant
BD149,K15654,srfAB,E_Surfactin,Biosurfactant
BD149,K15655,srfAA,E_Surfactin,Biosurfactant
BD149,K15655,srfAB,E_Surfactin,Biosurfactant
BD149,K16119,srfAA,E_Surfactin,Biosurfactant
BD149,K16120,srfAB,E_Surfactin,Biosurfactant
BD149,K15656,ppsE,E_Plipastatin,Biosurfactant
BD149,K17763,BAY15_3292,D_PVA,Polymers
BD149,K17828,benC,C_Benzoate_degradation,Aromatics
BD151,K00019,hbd,D_PHBV,Polymers
BD151,K00019,hbd,D_PHA,Polymers
BD151,K00019,hbd,D_P3HV,Polymers
BD151,K00104,pchF,C_Toluene_degradation,Aromatics
BD151,K00128,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD151,K00128,mpdC,B_2-methylpropene_degradation,Alkenes
BD151,K00128,dpgC,C_Toluene_degradation,Aromatics
BD151,K00128,mdlD,C_Toluene_degradation,Aromatics
BD151,K00128,pchA,C_Toluene_degradation,Aromatics
BD151,K00128,phdK,C_Phenanthrene_degradation,Aromatics
BD151,K00128,praB,C_Protocatechuate_degradation,Aromatics
BD151,K00128,pegC,D_PEG,Polymers
BD151,K00219,abmA,C_Anthranilate_degradation,Aromatics
BD151,K00354,abmA,C_Anthranilate_degradation,Aromatics
BD151,K00382,xecC,B_Propene_degradation,Alkenes
BD151,K00483,hpaB,C_4-Hydroxyphenylacetate_degradation,Aromatics
BD151,K00483,hpaH,C_Anthranilate_degradation,Aromatics
BD151,K00549,etnE,B_Ethene_and_chloroethene_degradation,Alkenes
BD151,K00549,xecA,B_Propene_degradation,Alkenes
BD151,K00632,pcaF,C_Catechol_degradation,Aromatics
BD151,K00632,pcaF,C_Protocatechuate_degradation,Aromatics
BD151,K00627,bphD,C_Biphenyl_degradation,Aromatics
BD151,K00645,ituD,E_Iturin,Biosurfactant
BD151,K00661,at,E_Sophorolipids,Biosurfactant
BD151,K01028,pcaI,C_Protocatechuate_degradation,Aromatics
BD151,K01104,wzb,E_Emulsan,Biosurfactant
BD151,K01200,pulA,D_PU,Polymers
BD151,K01183,chi25,D_PCL,Polymers
BD151,K01259,pcaD,C_Catechol_degradation,Aromatics
BD151,K01259,pcaD,C_Protocatechuate_degradation,Aromatics
BD151,K01426,NFA_28320,D_Nylon,Polymers
BD151,K01426,nylA,D_Nylon,Polymers
BD151,K01465,benC,C_Benzoate_degradation,Aromatics
BD151,K01821,praC,C_Protocatechuate_degradation,Aromatics
BD151,K01821,xylH,C_Catechol_degradation,Aromatics
BD151,K01895,pqsA,C_Anthranilate_degradation,Aromatics
BD151,K01912,paaK,C_Phenylacetate_degradation,Aromatics
BD151,K02609,paaA,C_Phenylacetate_degradation,Aromatics
